TITLE,CUISINES,TIME,CITY,LOCALITY,RATING,VOTES,COST
75,1433,711,108,271,3.9,1059,535.25
23,1404,68,96,74,3.8,266,535.25
75,1227,117,123,19,3.8,1270,535.25
85,1134,866,108,272,3.8,330,535.25
23,1315,1011,96,161,3.8,664,535.25
39,159,1113,78,512,0.0,0,474.5
23,1227,503,55,718,3.9,128,535.25
53,485,95,50,679,3.5,21,535.25
23,1448,490,96,443,4.1,67,535.25
23,104,469,50,733,0.0,0,474.5
45,1212,242,55,708,2.7,61,535.25
25,1457,571,8,373,4.6,562,535.25
75,1173,63,9,101,3.8,75,535.25
66,1173,1061,50,150,4.2,90,535.25
39,716,503,18,452,3.6,33,535.25
7,1386,503,46,258,4.5,92,535.25
15,388,1067,108,628,4.0,1579,535.25
23,1590,862,78,193,3.1,6,535.25
23,1645,1023,78,300,2.6,107,535.25
75,1471,1016,108,252,4.1,823,535.25
30,868,515,50,673,4.3,2535,535.25
66,191,242,112,531,3.5,13,535.25
56,800,1110,18,311,3.3,33,535.25
13,205,186,18,57,3.4,25,535.25
75,1272,15,9,236,4.0,828,535.25
75,1158,672,110,506,0.0,0,474.5
10,185,936,5,470,3.6,66,535.25
75,788,115,18,50,4.2,541,535.25
23,456,141,96,102,3.9,707,535.25
75,1054,242,78,292,0.0,0,474.5
23,1212,540,9,458,4.0,332,535.25
75,1212,219,18,51,3.4,62,535.25
66,884,242,55,404,2.7,151,535.25
23,981,63,18,196,3.3,8,535.25
75,1459,936,96,192,3.8,148,535.25
75,588,866,60,15,4.0,62,535.25
23,1059,63,108,559,4.0,509,535.25
75,1074,1119,96,153,3.9,288,535.25
75,80,583,112,123,3.4,69,535.25
51,1256,92,55,372,2.9,43,535.25
75,1597,931,123,625,3.5,125,535.25
23,1479,1089,96,92,3.4,49,535.25
33,596,1178,108,110,0.0,0,474.5
0,145,39,147,254,4.1,127,872.0
23,1212,317,55,336,2.1,579,535.25
75,1597,818,55,397,3.6,313,535.25
51,1498,63,55,355,4.2,732,535.25
18,352,1089,50,150,4.1,1496,535.25
66,1681,49,18,769,4.8,758,535.25
23,1288,666,108,156,3.8,365,535.25
75,1522,1052,46,607,3.7,199,535.25
75,925,503,78,512,0.0,0,474.5
6,849,121,55,77,3.7,111,535.25
75,683,862,9,340,0.0,0,474.5
23,1597,789,18,57,3.4,23,535.25
25,633,841,55,282,4.3,56,535.25
6,854,256,18,353,3.3,23,535.25
75,1212,503,9,409,0.0,0,474.5
18,304,448,9,344,4.7,14910,535.25
23,280,515,96,73,4.5,746,535.25
59,1354,696,108,242,4.0,703,535.25
75,1212,67,96,446,3.7,166,535.25
75,1622,931,55,249,3.4,71,535.25
75,1681,980,55,325,4.1,196,535.25
62,881,608,55,197,3.9,207,535.25
75,777,49,78,410,0.0,0,474.5
23,1173,911,18,178,3.3,49,535.25
83,1133,1016,55,379,3.9,95,535.25
15,302,870,9,101,4.0,84,535.25
33,849,351,18,761,4.0,258,535.25
0,149,1113,78,813,3.1,10,872.0
25,475,718,4,44,4.1,140,535.25
23,225,242,78,32,3.2,5,535.25
23,1212,469,55,85,3.8,605,535.25
23,1644,49,81,617,0.0,0,474.5
46,1597,371,108,637,4.1,421,535.25
75,1212,25,96,97,2.8,50,535.25
23,1096,242,110,678,4.1,1114,535.25
75,1318,984,110,498,4.0,143,535.25
45,1173,224,50,659,3.5,25,535.25
75,1212,387,108,560,3.6,88,535.25
32,1667,820,18,583,2.9,748,535.25
75,737,1129,96,313,4.2,349,535.25
80,737,63,18,735,3.4,25,535.25
15,316,242,78,567,3.8,62,535.25
75,1173,464,55,61,3.3,77,535.25
23,537,936,136,568,3.9,400,535.25
23,255,242,18,583,4.4,4603,535.25
5,151,931,55,160,3.0,20,535.25
75,219,121,55,460,3.6,1351,535.25
75,1624,242,110,690,3.8,27,535.25
7,1095,779,96,793,4.0,4990,535.25
75,771,609,136,406,3.9,141,535.25
39,716,327,18,127,3.9,55,535.25
23,1367,981,96,133,3.8,735,535.25
39,740,185,76,332,3.4,13,535.25
56,907,742,55,516,3.4,94,535.25
75,1173,632,108,621,3.9,298,535.25
23,1597,1074,78,759,0.0,0,474.5
23,1667,789,18,735,3.7,41,535.25
23,1597,818,78,290,0.0,0,474.5
20,302,242,78,377,3.4,23,535.25
75,234,92,55,722,3.5,750,535.25
5,151,490,55,462,3.5,797,535.25
10,995,86,78,410,3.1,4,535.25
26,1389,684,9,377,4.1,571,535.25
23,449,530,96,302,3.8,88,535.25
75,1144,1074,136,469,4.3,2320,535.25
15,302,1084,108,637,3.9,809,535.25
75,219,666,18,196,3.4,34,535.25
23,1425,469,108,720,4.5,312,535.25
23,1102,684,9,826,4.2,240,535.25
75,449,946,85,166,3.8,52,535.25
23,1018,1108,78,410,3.9,86,535.25
23,578,640,96,593,3.9,504,535.25
23,1597,63,110,691,4.1,1014,535.25
75,1531,68,96,808,4.2,242,535.25
75,787,242,78,797,3.6,64,535.25
23,1288,558,55,379,4.0,2280,535.25
75,1212,242,50,732,0.0,0,474.5
23,1236,256,108,158,3.8,215,535.25
66,1197,305,55,9,2.7,124,535.25
23,1453,616,18,794,3.7,265,535.25
19,360,103,18,51,4.0,245,535.25
23,558,1016,96,151,3.8,201,535.25
75,1597,1041,9,236,4.7,469,535.25
23,1459,920,123,168,3.7,297,535.25
75,771,1077,18,700,3.6,33,535.25
68,656,1149,9,645,4.4,1613,535.25
10,919,242,18,50,4.1,313,535.25
23,1037,1023,96,43,3.8,512,535.25
10,185,480,56,349,3.8,178,535.25
15,405,920,108,393,4.4,3189,535.25
75,1050,1016,9,459,3.5,9,535.25
23,1197,618,50,146,4.3,2800,535.25
51,1440,208,50,673,4.0,59,535.25
75,1212,637,55,249,4.1,979,535.25
75,787,201,9,182,4.2,161,535.25
10,185,212,50,149,0.0,0,474.5
66,1597,713,9,645,3.8,114,535.25
25,1175,124,103,790,4.5,906,535.25
0,138,1069,18,381,3.8,54,872.0
23,1047,818,78,418,0.0,0,474.5
23,1606,920,78,567,3.2,6,535.25
66,1108,1023,108,299,4.1,22,535.25
66,1212,987,110,690,4.0,2084,535.25
75,1597,293,9,789,0.0,0,474.5
23,1212,67,96,430,3.8,139,535.25
75,50,121,78,32,3.5,23,535.25
23,1212,134,9,67,3.9,268,535.25
46,973,796,9,605,4.1,346,535.25
15,394,6,9,820,4.3,624,535.25
23,1173,1159,96,643,4.4,232,535.25
23,1047,818,78,193,2.9,13,535.25
25,1236,510,103,790,3.7,108,535.25
39,920,515,96,593,4.3,543,535.25
23,1247,563,18,452,4.4,1117,535.25
23,1173,562,18,814,3.8,421,535.25
75,1416,480,108,704,3.7,184,535.25
23,1153,1025,96,358,4.0,474,535.25
75,771,242,96,385,0.0,0,474.5
75,1572,242,92,310,0.0,0,474.5
75,1212,290,55,450,3.6,301,535.25
23,1416,598,96,383,4.0,933,535.25
75,1644,464,9,265,3.6,15,535.25
10,185,367,78,136,0.0,0,474.5
23,1644,931,18,532,4.1,585,535.25
5,152,328,78,567,0.0,0,474.5
75,1597,242,18,615,3.6,66,535.25
22,406,1074,78,410,3.6,62,535.25
75,771,616,18,583,3.9,212,535.25
23,933,383,18,34,4.0,443,535.25
75,37,282,112,531,3.3,430,535.25
75,1288,242,18,739,3.5,147,535.25
75,620,242,18,435,3.6,102,535.25
23,532,208,78,290,2.8,9,535.25
66,1681,1113,46,607,3.9,116,535.25
23,1212,553,55,627,3.6,308,535.25
23,546,503,9,304,0.0,0,474.5
23,1212,242,55,160,3.8,950,535.25
23,1179,464,55,249,3.9,1414,535.25
66,1494,842,110,693,4.0,70,535.25
75,1227,823,55,463,3.3,139,535.25
46,112,849,96,284,4.3,1104,535.25
66,1173,1075,9,182,3.7,22,535.25
75,1393,515,50,150,4.3,209,535.25
75,1212,242,108,522,4.3,33,535.25
75,1371,39,50,561,3.8,544,535.25
7,1139,508,9,409,3.9,887,535.25
75,837,426,96,45,3.4,62,535.25
75,1047,1167,9,304,4.1,55,535.25
15,412,1130,96,121,3.9,101,535.25
75,1597,756,18,700,3.7,43,535.25
66,489,498,108,518,4.0,325,535.25
23,1416,480,9,346,3.5,890,535.25
23,1173,560,59,570,4.3,404,535.25
46,1375,684,96,109,4.3,220,535.25
23,1073,379,55,201,3.8,134,535.25
23,208,733,55,361,3.0,68,535.25
23,1212,103,55,743,3.7,583,535.25
23,1416,580,55,428,4.0,2016,535.25
66,784,515,55,467,3.6,45,535.25
15,370,456,41,673,3.3,11,535.25
75,1227,121,18,333,2.5,120,535.25
75,1173,610,96,97,4.0,1061,535.25
75,208,115,18,206,3.8,142,535.25
23,1250,380,123,625,4.0,437,535.25
75,642,666,18,330,3.7,101,535.25
23,1568,826,123,776,4.1,3544,535.25
15,403,242,108,157,3.9,989,535.25
23,1311,931,9,275,3.8,291,535.25
23,1173,256,55,355,3.0,730,535.25
15,680,242,96,395,0.0,0,474.5
66,1522,290,50,149,4.0,112,535.25
75,1497,789,123,168,3.7,223,535.25
25,979,497,9,257,4.1,1865,535.25
75,784,616,18,132,2.3,133,535.25
23,1439,103,108,271,3.9,847,535.25
15,371,1123,96,807,3.8,60,535.25
66,1212,616,108,299,3.9,34,535.25
75,1043,4,78,193,3.2,5,535.25
85,1126,1084,108,331,3.8,378,535.25
23,26,560,18,34,3.6,34,535.25
23,1425,480,55,336,3.8,2304,535.25
75,487,242,103,777,2.6,215,535.25
23,1522,242,78,407,2.8,30,535.25
66,893,270,108,158,4.3,272,535.25
15,319,242,40,175,3.3,11,535.25
75,272,242,18,51,3.4,32,535.25
66,248,515,112,531,0.0,0,474.5
15,327,359,10,339,4.1,2476,535.25
39,719,1146,9,304,4.6,288,535.25
25,1341,262,108,628,3.9,1455,535.25
23,1564,145,96,327,4.1,309,535.25
66,828,1098,96,45,3.8,147,535.25
75,1649,823,55,355,3.6,42,535.25
23,1318,825,103,790,4.0,1071,535.25
75,1522,290,55,355,3.2,268,535.25
15,318,63,18,794,4.3,248,535.25
15,336,242,9,800,4.4,228,535.25
75,69,515,78,296,3.0,412,535.25
46,710,409,18,764,2.9,16,535.25
75,1173,1093,9,774,3.3,4,535.25
23,1609,931,78,175,4.2,204,535.25
23,1063,219,9,257,4.1,1360,535.25
75,1173,503,96,279,0.0,0,474.5
23,1020,1089,78,193,2.6,17,535.25
6,640,809,96,312,3.9,457,535.25
18,437,256,50,146,4.0,995,535.25
75,1542,290,18,26,3.8,57,535.25
75,1681,1100,108,646,4.0,310,535.25
75,1644,980,78,193,3.2,19,535.25
42,721,206,9,257,4.0,869,535.25
23,1649,931,18,50,4.0,1052,535.25
64,683,497,55,282,4.5,779,535.25
23,1212,201,18,451,3.4,52,535.25
46,1358,684,9,182,3.9,290,535.25
39,716,63,9,275,4.0,150,535.25
45,1173,1016,9,268,3.5,26,535.25
25,858,726,55,282,4.2,1989,535.25
23,258,107,55,379,2.4,315,535.25
75,569,121,55,372,3.8,280,535.25
23,227,480,9,346,0.0,0,474.5
23,538,1080,96,74,3.6,52,535.25
39,716,737,18,50,4.4,100,535.25
75,1597,939,9,356,3.7,28,535.25
23,1236,242,18,779,3.2,9,535.25
57,4,699,108,242,4.5,1478,535.25
62,28,627,9,164,3.3,131,535.25
23,1008,208,78,770,3.5,20,535.25
23,507,603,55,282,4.4,499,535.25
75,777,208,9,610,0.0,0,474.5
51,1597,219,55,197,2.8,38,535.25
25,693,481,18,170,4.4,897,535.25
23,173,5,18,615,3.4,197,535.25
7,1446,835,9,182,4.0,580,535.25
75,82,503,18,622,3.9,78,535.25
75,1597,130,9,400,3.8,78,535.25
75,1173,103,41,664,3.8,1094,535.25
23,45,503,55,379,4.1,714,535.25
66,91,1090,123,239,3.7,69,535.25
23,1536,219,96,212,4.4,199,535.25
0,145,63,108,241,4.3,451,872.0
23,1117,256,96,742,3.6,325,535.25
75,1173,421,46,143,3.8,35,535.25
75,1552,235,110,690,4.4,516,535.25
23,910,242,123,414,3.6,316,535.25
75,1625,21,18,591,3.4,221,535.25
23,1065,103,96,64,3.8,603,535.25
66,688,1016,9,257,2.9,41,535.25
23,1655,68,96,97,3.6,502,535.25
23,60,196,55,246,3.7,287,535.25
7,752,515,9,265,4.3,1361,535.25
75,208,156,28,564,3.6,45,535.25
75,924,242,9,645,3.8,56,535.25
23,1212,242,55,240,2.8,64,535.25
75,1467,975,9,265,3.9,23,535.25
83,1118,1005,55,336,4.1,362,535.25
66,1440,242,110,684,4.3,91,535.25
75,1498,1007,9,86,0.0,0,474.5
23,1666,980,78,821,3.1,4,535.25
18,355,1053,18,513,4.0,599,535.25
15,362,242,108,171,3.8,45,535.25
75,1212,232,108,621,3.6,237,535.25
75,471,441,55,478,3.7,76,535.25
23,1459,823,55,190,3.3,109,535.25
66,1681,994,108,317,4.1,174,535.25
75,793,242,41,659,3.9,558,535.25
23,1716,574,96,327,3.8,1420,535.25
23,1212,480,55,379,3.2,1786,535.25
75,1212,242,55,197,2.9,456,535.25
83,1118,1005,55,39,3.9,292,535.25
23,1027,242,78,296,0.0,0,474.5
75,1173,432,55,77,3.8,73,535.25
75,1173,242,103,790,0.0,0,474.5
75,1681,1035,108,559,4.1,2903,535.25
75,1498,242,9,409,3.8,634,535.25
23,933,894,55,197,3.6,29,535.25
23,1173,490,8,563,4.1,2220,535.25
66,576,103,9,257,0.0,0,474.5
75,1212,538,96,461,3.8,145,535.25
75,1060,772,55,160,3.8,476,535.25
39,737,52,18,334,3.4,33,535.25
46,1578,965,78,562,3.4,20,535.25
75,68,52,18,36,3.4,43,535.25
23,1212,448,9,820,3.5,25,535.25
42,731,123,9,257,4.3,433,535.25
66,1173,49,108,371,3.9,79,535.25
66,1369,856,108,598,4.2,1045,535.25
75,1498,1113,108,204,4.0,304,535.25
23,1597,920,78,617,3.4,32,535.25
75,69,63,18,178,4.0,491,535.25
40,725,980,123,168,3.5,64,535.25
16,313,242,55,355,3.9,93,535.25
16,313,1041,18,178,4.2,475,535.25
75,1173,936,55,160,4.0,689,535.25
66,1173,932,9,236,4.3,170,535.25
23,505,598,18,233,3.8,57,535.25
75,1636,742,78,175,0.0,0,474.5
75,1008,1005,78,175,3.9,93,535.25
23,1212,7,18,178,3.2,14,535.25
85,1132,1005,18,51,3.3,32,535.25
75,86,49,78,184,0.0,0,474.5
75,208,49,78,292,3.2,5,535.25
75,1168,456,108,364,4.2,146,535.25
62,1597,175,55,627,4.1,303,535.25
66,1173,403,110,696,4.3,383,535.25
75,183,1162,9,306,4.0,183,535.25
75,1597,955,9,304,4.2,201,535.25
15,305,1082,9,344,4.2,880,535.25
25,530,103,55,379,3.7,1156,535.25
23,1049,883,78,290,3.3,23,535.25
66,1416,127,8,563,3.9,212,535.25
23,1203,624,18,532,4.6,1236,535.25
23,1212,122,123,554,2.7,330,535.25
23,80,242,18,177,3.9,418,535.25
75,1644,1016,136,568,4.0,201,535.25
0,148,49,55,355,3.6,214,872.0
23,1363,503,9,458,0.0,0,474.5
66,1288,242,50,719,3.7,111,535.25
75,1682,503,55,572,3.5,487,535.25
75,837,448,55,336,3.7,254,535.25
66,1597,931,55,21,3.8,377,535.25
16,314,1175,9,370,3.8,99,535.25
75,208,480,0,415,3.6,28,394.25
23,523,480,18,591,4.0,320,535.25
75,833,684,112,531,3.5,43,535.25
15,494,207,103,104,4.2,124,535.25
23,1197,242,103,517,3.9,110,535.25
75,1145,480,108,518,0.0,0,474.5
75,1543,661,108,765,0.0,0,474.5
75,1173,480,123,636,3.0,57,535.25
75,1597,49,78,296,3.7,36,535.25
25,1454,256,103,523,3.6,115,535.25
75,290,672,55,118,3.9,243,535.25
75,1212,242,55,355,3.3,76,535.25
23,1686,1054,96,74,3.8,2115,535.25
75,1047,503,128,53,3.5,130,535.25
46,694,791,9,409,4.3,767,535.25
0,138,1005,18,50,3.8,83,872.0
15,302,731,55,197,4.2,498,535.25
10,185,461,135,161,3.5,35,535.25
23,1318,1089,96,396,3.6,238,535.25
75,1540,242,9,409,0.0,0,474.5
75,511,775,96,279,3.6,143,535.25
75,1212,637,9,101,3.6,102,535.25
6,1644,201,19,26,3.5,46,535.25
23,1008,754,78,759,0.0,0,474.5
76,774,49,108,765,3.9,403,535.25
23,462,103,119,248,3.9,1002,535.25
23,955,117,96,209,4.2,1434,535.25
75,10,32,96,192,3.8,286,535.25
23,1302,1084,9,182,0.0,0,474.5
53,920,523,55,627,3.4,178,535.25
75,1212,586,123,414,3.0,167,535.25
15,384,1069,78,193,4.1,96,535.25
75,1227,546,55,336,3.7,236,535.25
23,1644,914,18,452,4.0,270,535.25
75,1509,822,90,449,3.5,18,535.25
15,285,1077,96,121,3.8,255,535.25
75,1212,663,55,767,3.5,62,535.25
10,993,242,18,622,3.4,52,535.25
75,1007,776,18,178,4.5,1025,535.25
75,1609,931,18,564,3.5,44,535.25
23,1180,480,67,184,0.0,0,474.5
23,1461,923,18,451,3.1,25,535.25
75,1416,307,41,69,3.8,241,535.25
23,1396,452,108,422,4.4,265,535.25
75,1523,242,49,543,3.7,42,535.25
75,1156,616,50,732,3.6,24,535.25
0,145,86,9,235,3.9,50,872.0
75,1498,208,18,63,3.4,34,535.25
23,559,1016,96,396,3.8,915,535.25
75,1534,480,21,435,3.6,42,535.25
6,605,834,55,191,3.9,218,535.25
15,370,1127,96,285,4.1,94,535.25
23,543,604,96,97,3.7,191,535.25
23,36,480,0,415,3.9,231,394.25
23,83,464,18,216,3.4,57,535.25
25,599,256,50,215,3.4,15,535.25
7,864,515,108,489,3.8,1414,535.25
82,1503,405,55,77,4.2,2877,535.25
15,616,1054,123,636,3.7,233,535.25
75,1212,242,108,578,3.8,218,535.25
75,1722,442,9,346,4.2,553,535.25
75,451,715,78,47,0.0,0,474.5
58,1352,515,108,273,4.0,2857,535.25
23,273,208,150,831,3.0,198,535.25
66,538,103,9,579,0.0,0,474.5
23,1324,242,18,794,3.7,25,535.25
66,997,52,18,558,3.6,119,535.25
75,773,663,55,379,3.2,52,535.25
23,1158,117,96,140,3.9,2400,535.25
75,1597,814,55,432,4.0,232,535.25
75,1597,862,9,101,4.0,74,535.25
66,787,761,96,313,3.9,179,535.25
75,1066,510,78,47,0.0,0,474.5
75,837,345,55,355,4.1,356,535.25
66,1212,174,108,644,3.7,231,535.25
23,221,480,55,355,3.9,3441,535.25
85,1133,242,108,204,3.7,82,535.25
75,1682,464,55,25,3.8,100,535.25
75,1633,1003,135,753,3.4,34,535.25
23,1312,826,55,438,3.9,533,535.25
85,1133,49,18,178,4.1,299,535.25
75,777,715,135,753,3.9,263,535.25
23,1311,923,123,554,3.8,97,535.25
51,1597,1016,78,296,3.2,27,535.25
23,681,270,9,409,3.9,315,535.25
66,1060,480,96,74,4.2,180,535.25
75,841,97,9,756,4.4,602,535.25
75,933,63,108,560,3.7,55,535.25
10,199,30,78,566,4.0,15,535.25
75,1597,201,9,265,3.5,7,535.25
75,1173,63,9,820,3.9,56,535.25
75,1498,357,96,97,3.3,11,535.25
23,1231,149,96,45,3.9,817,535.25
18,346,242,18,123,4.0,170,535.25
23,1212,11,108,621,2.4,344,535.25
66,532,27,110,691,4.4,105,535.25
51,1688,49,9,539,3.7,27,535.25
75,1609,242,18,334,3.5,136,535.25
75,1648,751,18,380,3.1,58,535.25
6,857,250,96,139,3.8,1104,535.25
75,1029,920,78,297,3.0,4,535.25
25,1380,360,108,329,4.2,641,535.25
23,1174,503,96,279,3.9,728,535.25
23,707,290,18,26,3.5,126,535.25
75,813,1038,96,192,4.0,246,535.25
39,727,219,18,532,4.2,329,535.25
66,1212,698,108,598,3.9,163,535.25
66,208,305,110,693,3.7,76,535.25
23,751,602,9,620,4.6,1104,535.25
75,1212,637,9,182,3.7,52,535.25
75,835,47,9,702,4.2,743,535.25
23,644,869,96,140,4.2,5163,535.25
82,1504,1016,108,403,3.8,304,535.25
39,915,242,9,107,0.0,0,474.5
75,837,242,9,409,3.8,61,535.25
23,1416,464,108,141,3.9,1572,535.25
75,771,1117,103,28,3.6,54,535.25
23,456,92,9,257,3.9,30,535.25
15,410,219,96,161,4.0,498,535.25
75,1681,786,49,200,0.0,0,474.5
75,1513,256,96,396,4.5,7245,535.25
75,771,115,51,504,0.0,0,474.5
85,1133,994,18,602,3.6,26,535.25
15,405,262,1,332,3.7,14,452.75
23,1008,1182,78,759,0.0,0,474.5
75,887,1027,108,141,4.0,381,535.25
66,105,480,108,158,4.2,549,535.25
77,777,242,18,602,0.0,0,474.5
39,740,466,18,532,4.6,1439,535.25
75,1416,58,46,780,4.0,257,535.25
23,1173,563,9,631,4.3,618,535.25
23,1212,256,108,271,4.4,386,535.25
46,1335,9,18,532,3.5,54,535.25
75,224,256,18,57,3.0,17,535.25
75,771,49,108,811,3.9,99,535.25
75,771,242,55,85,3.5,68,535.25
75,1649,925,96,806,3.9,342,535.25
23,1212,1056,140,600,2.5,44,535.25
75,484,49,78,300,3.1,5,535.25
13,1523,1090,39,653,4.3,1143,535.25
23,1173,806,55,404,2.8,105,535.25
26,1346,468,9,820,4.4,557,535.25
53,771,209,65,184,0.0,0,474.5
75,1416,1005,55,77,4.0,121,535.25
66,264,242,9,244,3.1,5,535.25
75,1601,304,9,609,3.8,270,535.25
75,1681,208,8,373,3.9,139,535.25
75,771,1056,108,819,3.7,280,535.25
75,625,661,78,181,3.8,192,535.25
23,1173,676,55,38,3.6,380,535.25
75,1173,52,18,592,3.3,11,535.25
23,1311,346,18,735,2.6,55,535.25
23,1267,503,50,146,3.9,1903,535.25
75,102,473,108,587,4.4,137,535.25
75,484,242,108,587,3.9,611,535.25
23,449,256,55,116,2.9,57,535.25
75,771,262,108,141,3.9,1500,535.25
39,151,1005,78,175,0.0,0,474.5
23,888,464,47,134,3.9,352,535.25
23,1044,480,9,820,4.0,369,535.25
23,547,68,50,696,3.3,18,535.25
75,133,448,18,426,3.2,23,535.25
75,290,1016,110,663,4.1,821,535.25
25,628,262,108,224,4.5,437,535.25
23,1268,503,55,191,4.1,1342,535.25
39,740,1038,96,298,4.1,201,535.25
15,382,1166,96,74,4.1,1210,535.25
23,1236,563,9,702,4.2,363,535.25
39,915,256,9,236,3.6,10,535.25
23,1008,456,78,813,0.0,0,474.5
23,240,177,9,820,3.8,436,535.25
0,151,722,9,194,4.3,357,872.0
23,589,99,96,119,3.9,806,535.25
23,1395,581,96,74,4.3,694,535.25
75,522,242,9,95,3.6,25,535.25
66,777,49,108,305,4.4,453,535.25
75,138,345,55,355,3.3,151,535.25
23,1199,1084,55,709,2.7,98,535.25
23,1173,643,108,195,4.8,160,535.25
75,538,242,55,647,2.9,381,535.25
23,1481,823,9,86,3.9,295,535.25
75,1212,290,18,470,3.7,30,535.25
75,449,284,96,109,0.0,0,474.5
56,743,464,18,435,3.7,47,535.25
23,1601,1164,9,275,4.4,2600,535.25
23,1225,503,55,355,3.6,130,535.25
39,740,1182,78,377,0.0,0,474.5
23,527,250,96,413,0.0,0,474.5
15,322,242,78,377,3.0,6,535.25
82,1696,980,18,532,3.4,32,535.25
5,151,33,46,258,3.9,280,535.25
23,1236,515,9,257,4.1,902,535.25
75,1212,317,9,86,3.9,64,535.25
75,1540,39,96,152,3.8,362,535.25
75,814,388,96,446,3.8,148,535.25
23,1227,242,18,615,3.8,438,535.25
57,589,503,55,197,0.0,0,474.5
10,185,262,9,820,0.0,0,474.5
15,428,981,48,601,4.2,495,535.25
75,1227,219,18,580,4.0,355,535.25
26,334,684,78,562,3.6,59,535.25
23,1232,318,96,638,3.6,100,535.25
15,303,1023,50,146,4.1,1979,535.25
15,642,499,4,551,4.4,1295,535.25
66,1324,270,108,803,3.6,26,535.25
23,1173,323,96,430,3.7,44,535.25
23,1288,242,36,528,0.0,0,474.5
7,1243,504,55,249,4.0,282,535.25
75,180,317,9,101,3.4,253,535.25
23,564,548,9,145,4.0,461,535.25
83,1122,672,82,542,3.7,145,535.25
75,1248,977,18,532,3.7,833,535.25
23,1381,386,18,532,0.0,0,474.5
23,1152,269,50,148,3.5,46,535.25
75,1150,408,9,80,3.4,8,535.25
23,1251,998,9,619,4.1,1022,535.25
75,557,242,124,414,3.5,101,535.25
56,235,662,78,292,0.0,0,474.5
75,1043,931,78,755,0.0,0,474.5
75,522,242,18,465,3.5,74,535.25
15,369,270,55,379,4.5,123,535.25
15,393,684,18,51,2.8,31,535.25
75,1173,309,108,704,4.0,767,535.25
75,208,1069,108,559,0.0,0,474.5
23,235,503,78,290,4.2,495,535.25
15,334,242,108,621,3.6,58,535.25
75,837,92,55,197,4.0,121,535.25
7,971,364,108,611,4.0,1896,535.25
23,95,242,50,215,3.9,380,535.25
50,1454,672,9,370,4.3,778,535.25
15,344,1021,108,41,4.7,2294,535.25
25,870,743,96,109,4.9,221,535.25
66,1531,256,96,375,4.4,1584,535.25
23,564,345,9,409,3.9,505,535.25
75,1597,797,55,699,3.8,185,535.25
23,1288,568,96,121,4.0,409,535.25
23,496,92,110,690,4.1,70,535.25
75,1547,121,96,312,3.4,14,535.25
66,1173,1047,50,717,4.2,56,535.25
23,519,764,97,703,0.0,0,474.5
75,1597,940,55,349,3.7,301,535.25
75,771,727,96,313,4.5,82,535.25
23,60,503,78,755,0.0,0,474.5
75,1513,256,55,249,2.9,925,535.25
83,1124,1005,55,39,3.9,254,535.25
25,1212,364,46,258,4.2,971,535.25
23,26,544,55,77,2.9,365,535.25
75,1227,147,96,593,4.7,119,535.25
75,278,208,78,297,3.6,43,535.25
75,810,1174,9,645,4.3,906,535.25
23,1522,434,96,210,2.9,163,535.25
23,1197,579,9,278,4.0,154,535.25
23,514,256,55,417,3.8,138,535.25
75,1655,1023,96,312,3.8,350,535.25
23,550,563,9,70,4.1,809,535.25
39,920,242,78,300,0.0,0,474.5
66,272,684,78,410,0.0,0,474.5
23,614,1136,18,599,4.0,221,535.25
23,1381,604,96,284,3.7,479,535.25
75,1212,68,123,457,3.0,199,535.25
5,151,1023,96,139,3.9,795,535.25
23,1649,793,55,39,3.7,1943,535.25
23,1173,560,18,330,3.9,170,535.25
23,1704,1023,96,642,3.7,238,535.25
66,15,605,96,45,4.0,332,535.25
23,1212,242,18,741,2.4,120,535.25
23,1459,866,123,636,4.1,192,535.25
75,1597,242,103,328,3.7,35,535.25
62,446,563,18,314,4.1,118,535.25
75,1156,741,4,799,3.7,217,535.25
75,72,740,96,221,0.0,0,474.5
39,716,208,78,377,3.2,7,535.25
23,449,63,78,296,2.4,93,535.25
23,1413,1007,55,77,4.4,213,535.25
0,138,1057,137,568,4.2,140,872.0
0,138,256,13,230,4.6,403,872.0
15,324,1072,80,567,4.5,587,535.25
75,1597,832,78,770,3.4,8,535.25
65,1331,490,9,257,4.2,7063,535.25
46,708,683,18,52,4.0,144,535.25
66,1008,1065,78,180,3.5,22,535.25
15,382,331,9,275,4.1,738,535.25
75,522,211,135,302,3.5,289,535.25
75,465,242,18,564,3.4,59,535.25
23,489,360,96,413,3.8,373,535.25
23,89,629,108,374,4.4,872,535.25
85,1129,1005,18,735,3.4,76,535.25
23,1334,317,18,580,3.7,244,535.25
46,1288,350,108,141,4.0,3795,535.25
15,370,1016,46,219,3.7,40,535.25
75,831,256,50,480,0.0,0,474.5
75,1008,920,78,300,0.0,0,474.5
75,1597,68,78,512,0.0,0,474.5
66,1516,684,50,148,3.6,21,535.25
29,1324,611,9,236,4.0,188,535.25
75,1311,464,18,426,3.4,27,535.25
0,138,1182,78,797,0.0,0,524.25
15,432,813,78,734,0.0,0,474.5
75,820,771,108,803,3.9,433,535.25
23,13,242,18,50,4.1,328,535.25
23,798,242,89,408,0.0,0,474.5
75,239,729,55,397,3.8,156,535.25
23,1565,480,55,349,3.8,368,535.25
75,777,49,103,790,3.9,93,535.25
56,213,776,18,764,3.7,60,535.25
23,1649,869,96,121,3.6,89,535.25
0,150,63,18,794,3.8,435,872.0
